nombre_original,nombre_nuevo,conjunto,ruta_original
IMG_20260703_160438.jpg,taxi_amarillo_train_0001.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260703_160438.jpg
IMG_20260618_162055.jpg,taxi_amarillo_train_0002.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260618_162055.jpg
IMG_20260701_112126.jpg,taxi_amarillo_train_0003.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_112126.jpg
IMG_20260711_080339.jpg,taxi_amarillo_train_0004.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260711_080339.jpg
IMG_20260619_161549.jpg,taxi_amarillo_train_0005.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260619_161549.jpg
IMG_20260618_160103.jpg,taxi_amarillo_train_0006.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260618_160103.jpg
IMG_20260715_125510.jpg,taxi_amarillo_train_0007.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260715_125510.jpg
IMG_20260701_112213.jpg,taxi_amarillo_train_0008.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_112213.jpg
IMG_20260701_082419.jpg,taxi_amarillo_train_0009.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_082419.jpg
IMG_20260705_170532.jpg,taxi_amarillo_train_0010.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260705_170532.jpg
IMG_20260703_160223.jpg,taxi_amarillo_train_0011.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260703_160223.jpg
IMG_20260703_160718.jpg,taxi_amarillo_train_0012.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260703_160718.jpg
IMG_20260701_112221.jpg,taxi_amarillo_train_0013.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_112221.jpg
IMG_20260619_154201.jpg,taxi_amarillo_train_0014.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260619_154201.jpg
IMG_20260705_171135.jpg,taxi_amarillo_train_0015.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260705_171135.jpg
IMG_20260711_081119.jpg,taxi_amarillo_train_0016.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260711_081119.jpg
IMG_20260703_160451.jpg,taxi_amarillo_train_0017.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260703_160451.jpg
IMG_20260711_080746.jpg,taxi_amarillo_train_0018.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260711_080746.jpg
IMG_20260715_125502.jpg,taxi_amarillo_train_0019.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260715_125502.jpg
IMG_20260701_084454.jpg,taxi_amarillo_train_0020.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_084454.jpg
IMG_20260715_124257.jpg,taxi_amarillo_train_0021.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260715_124257.jpg
IMG_20260630_154528.jpg,taxi_amarillo_train_0022.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260630_154528.jpg
IMG_20260715_125203.jpg,taxi_amarillo_train_0023.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260715_125203.jpg
IMG_20260701_082708.jpg,taxi_amarillo_train_0024.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_082708.jpg
IMG_20260715_123704.jpg,taxi_amarillo_train_0025.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260715_123704.jpg
IMG_20260715_123037.jpg,taxi_amarillo_train_0026.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260715_123037.jpg
IMG_20260619_152614.jpg,taxi_amarillo_train_0027.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260619_152614.jpg
IMG_20260703_182846.jpg,taxi_amarillo_train_0028.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260703_182846.jpg
IMG_20260703_160217.jpg,taxi_amarillo_train_0029.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260703_160217.jpg
IMG_20260701_113001.jpg,taxi_amarillo_train_0030.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/originales/IMG_20260701_113001.jpg
